Image,rvec1,rvec2,rvec3,tvec1,tvec2,tvec3
IMG_4039.jpg,1.6368696908814855,1.2525638347082724,0.0015456651127627842,-3898.40059864937,8415.592425520183,-18492.177403940386
IMG_4040.jpg,0.3136570493923331,0.23227448737510992,-0.3108235961360367,-601.3128795422383,-354.7501169146715,615.0781611410289
IMG_4041.jpg,0.3136570493923331,0.23227448737510992,-0.3108235961360367,-601.3128795422383,-354.7501169146715,615.0781611410289
