Image1,Image2,KeyPoint1_X,KeyPoint1_Y,KeyPoint2_X,KeyPoint2_Y,Width1,Height1,Width2,Height2
IMG_4039.jpg,IMG_4040.jpg,9.269515037536621,840.9674682617188,94.86066436767578,854.9154052734375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,15.793723106384277,681.7222900390625,93.75680541992188,727.09521484375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,21.668537139892578,838.7647705078125,77.9135513305664,861.335693359375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,28.921688079833984,832.9708251953125,49.02028274536133,878.6522827148438,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,33.11284637451172,836.1436767578125,140.9377899169922,829.9901733398438,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,36.4609489440918,822.7937622070312,128.9994354248047,826.0300903320312,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,47.18079376220703,817.99853515625,171.63865661621094,803.0645751953125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,47.66957092285156,825.9633178710938,172.08566284179688,813.1798095703125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,48.16166687011719,664.5247192382812,184.31362915039062,666.2852783203125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,50.69629669189453,821.8767700195312,96.90107727050781,912.8123168945312,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,52.26521301269531,830.7662963867188,175.4519805908203,815.5894775390625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,67.14593505859375,812.9269409179688,190.22769165039062,800.91357421875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,69.8489990234375,803.63818359375,192.86570739746094,791.1224365234375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,75.23381042480469,806.8182373046875,197.47442626953125,794.1306762695312,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,85.08073425292969,803.3464965820312,205.19412231445312,790.9990234375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,95.56180572509766,794.6336059570312,110.0321044921875,960.5597534179688,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,95.56180572509766,794.6336059570312,110.0321044921875,960.5597534179688,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,100.82901763916016,797.2293090820312,120.2447509765625,950.6375732421875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,105.85870361328125,788.7813110351562,124.12953186035156,833.258056640625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,119.97822570800781,779.11962890625,36.950130462646484,891.1402587890625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,122.46392059326172,772.8860473632812,318.9999084472656,778.1577758789062,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,125.81864166259766,771.4800415039062,318.9999084472656,778.1577758789062,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,127.0924072265625,774.52490234375,73.52499389648438,863.1534423828125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,130.65232849121094,772.3401489257812,140.56143188476562,825.3794555664062,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,132.24940490722656,851.887939453125,223.35467529296875,768.633544921875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,133.71119689941406,766.37158203125,185.4068145751953,798.2938842773438,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,136.90484619140625,768.8842163085938,36.950130462646484,891.1402587890625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,136.90484619140625,768.8842163085938,77.9135513305664,861.335693359375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,137.50601196289062,763.8704833984375,60.881065368652344,871.6217651367188,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,141.28530883789062,760.4016723632812,60.881065368652344,871.6217651367188,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,147.97683715820312,837.9544677734375,50.4139518737793,881.5061645507812,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,148.4088592529297,734.8997802734375,197.81248474121094,767.9864501953125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,156.50216674804688,757.2127075195312,223.35467529296875,768.633544921875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,157.5331573486328,594.3734741210938,228.9884490966797,631.8546142578125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,158.02052307128906,748.4122314453125,164.81678771972656,809.6248779296875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,159.90830993652344,596.5261840820312,228.9884490966797,631.8546142578125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,162.36973571777344,750.8507690429688,175.4519805908203,815.5894775390625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,166.0471954345703,639.6173095703125,230.1023406982422,653.2448120117188,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,173.9291229248047,641.9570922851562,209.77200317382812,652.4697265625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,183.80487060546875,557.3162841796875,235.89305114746094,492.1277770996094,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,186.81332397460938,554.9227294921875,235.89305114746094,492.1277770996094,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,188.4506072998047,619.1589965820312,231.0359649658203,691.6044311523438,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,189.2249298095703,636.8727416992188,228.9298858642578,691.8549194335938,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,190.02410888671875,603.6998901367188,229.18911743164062,617.8245239257812,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,190.2586669921875,454.4928894042969,237.7410430908203,441.8636169433594,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,191.51666259765625,588.80322265625,229.18911743164062,617.8245239257812,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,191.7446746826172,604.2808837890625,230.31614685058594,618.07958984375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,192.53916931152344,607.9697265625,229.86383056640625,617.9967041015625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,194.05606079101562,589.6492309570312,228.9582061767578,604.6836547851562,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,194.74305725097656,784.5045776367188,272.06842041015625,836.5322265625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,195.01251220703125,590.1033325195312,230.31614685058594,618.07958984375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,196.09986877441406,555.1654052734375,229.86383056640625,617.9967041015625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,197.6704559326172,599.0604858398438,241.07504272460938,541.7847900390625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,197.9052734375,599.0486450195312,244.17904663085938,489.49444580078125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,198.28887939453125,832.9765625,240.8536376953125,813.7352294921875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,198.4069366455078,837.9563598632812,228.9884490966797,631.8546142578125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,198.48843383789062,611.7824096679688,242.94287109375,484.8475036621094,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,198.5048370361328,554.7863159179688,230.31614685058594,618.07958984375,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,198.96632385253906,598.1537475585938,242.94287109375,484.8475036621094,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,200.0272674560547,823.906982421875,242.67713928222656,807.026123046875,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,200.11691284179688,808.35791015625,256.9960021972656,827.7677001953125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,200.92807006835938,586.0244750976562,243.98313903808594,523.2647705078125,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,201.08676147460938,597.0256958007812,244.4771728515625,489.6885681152344,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,202.72422790527344,561.1610107421875,242.94287109375,484.8475036621094,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,203.4311981201172,544.0167846679688,251.6470489501953,370.4417419433594,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,204.06578063964844,561.9968872070312,243.99139404296875,529.31640625,800,1066,800,1066
IMG_4039.jpg,IMG_4040.jpg,204.441650390625,526.286865234375,264.5649108886719,331.0099182128906,800,1066,800,1066
